State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Odisha,BALANGIR,Rice,1999,Summer     ,4220.0,6380.0,1.51
Odisha,BALANGIR,Rice,1999,Winter     ,135000.0,198000.0,1.47
Odisha,BALANGIR,Rice,2000,Autumn     ,83120.0,21670.0,0.26
Odisha,BALANGIR,Rice,2000,Summer     ,1130.0,1930.0,1.71
Odisha,BALANGIR,Rice,2000,Winter     ,130520.0,53380.0,0.41
Odisha,BALANGIR,Rice,2001,Kharif     ,208000.0,321000.0,1.54
Odisha,BALANGIR,Rice,2002,Kharif     ,210000.0,62000.0,0.3
Odisha,BALANGIR,Rice,2003,Kharif     ,224000.0,324000.0,1.45
Odisha,BALANGIR,Rice,2004,Autumn     ,93000.0,72000.0,0.77
Odisha,BALANGIR,Rice,2004,Summer     ,5000.0,7000.0,1.4
Odisha,BALANGIR,Rice,2004,Winter     ,133000.0,172000.0,1.29
Odisha,BALANGIR,Rice,2005,Autumn     ,88000.0,67000.0,0.76
Odisha,BALANGIR,Rice,2005,Summer     ,3000.0,5000.0,1.67
Odisha,BALANGIR,Rice,2005,Winter     ,138000.0,229000.0,1.66
Odisha,BALANGIR,Rice,2006,Autumn     ,78000.0,80000.0,1.03
Odisha,BALANGIR,Rice,2006,Summer     ,3000.0,6000.0,2.0
Odisha,BALANGIR,Rice,2006,Winter     ,133000.0,229000.0,1.72
Odisha,BALANGIR,Rice,2007,Autumn     ,79000.0,103000.0,1.3
Odisha,BALANGIR,Rice,2007,Summer     ,3000.0,7000.0,2.33
Odisha,BALANGIR,Rice,2007,Winter     ,134000.0,280000.0,2.09
Odisha,BALANGIR,Rice,2008,Autumn     ,76000.0,80000.0,1.05
Odisha,BALANGIR,Rice,2008,Summer     ,4000.0,8000.0,2.0
Odisha,BALANGIR,Rice,2008,Winter     ,135000.0,219000.0,1.62
Odisha,BALANGIR,Rice,2009,Autumn     ,76000.0,78000.0,1.03
Odisha,BALANGIR,Rice,2009,Summer     ,6000.0,10000.0,1.67
Odisha,BALANGIR,Rice,2009,Winter     ,139000.0,251000.0,1.81
Odisha,BALANGIR,Rice,2010,Autumn     ,73000.0,75000.0,1.03
Odisha,BALANGIR,Rice,2010,Summer     ,3000.0,8000.0,2.67
Odisha,BALANGIR,Rice,2010,Winter     ,136000.0,315000.0,2.32
Odisha,BALANGIR,Rice,2011,Autumn     ,53000.0,14000.0,0.26
Odisha,BALANGIR,Rice,2011,Summer     ,4000.0,9000.0,2.25
Odisha,BALANGIR,Rice,2011,Winter     ,117000.0,51000.0,0.44
Odisha,BALANGIR,Rice,2012,Autumn     ,64000.0,133000.0,2.08
Odisha,BALANGIR,Rice,2012,Summer     ,623000.0,10000.0,0.02
Odisha,BALANGIR,Rice,2012,Winter     ,130000.0,490000.0,3.77
Odisha,BALANGIR,Rice,2013,Autumn     ,69000.0,145000.0,2.1
Odisha,BALANGIR,Rice,2013,Summer     ,4000.0,12000.0,3.0
Odisha,BALANGIR,Rice,2013,Winter     ,131000.0,494000.0,3.77
Odisha,BALANGIR,Rice,2014,Autumn     ,73000.0,196000.0,2.68
Odisha,BALANGIR,Rice,2014,Summer     ,3000.0,7000.0,2.33
Odisha,BALANGIR,Rice,2014,Winter     ,130000.0,438000.0,3.37
Odisha,BALANGIR,Rice,2015,Autumn     ,74000.0,49000.0,0.66
Odisha,BALANGIR,Rice,2015,Summer     ,1000.0,3000.0,3.0
Odisha,BALANGIR,Rice,2015,Winter     ,117000.0,129000.0,1.1
Odisha,BALANGIR,Rice,2016,Autumn     ,78360.0,99540.0,1.27
Odisha,BALANGIR,Rice,2016,Summer     ,1770.0,4860.0,2.75
Odisha,BALANGIR,Rice,2016,Winter     ,117510.0,332140.0,2.83
Odisha,BALANGIR,Rice,2017,Autumn     ,54590.0,23810.0,0.44
Odisha,BALANGIR,Rice,2017,Summer     ,1340.0,3330.0,2.49
Odisha,BALANGIR,Rice,2017,Winter     ,100650.0,96790.0,0.96
Odisha,BALANGIR,Rice,2018,Autumn     ,51780.0,70190.0,1.36
Odisha,BALANGIR,Rice,2018,Summer     ,390.0,990.0,2.54
Odisha,BALANGIR,Rice,2018,Winter     ,100910.0,145330.0,1.44
Odisha,BALANGIR,Rice,2019,Autumn     ,50850.0,80570.0,1.58
Odisha,BALANGIR,Rice,2019,Summer     ,2240.0,6960.0,3.11
Odisha,BALANGIR,Rice,2019,Winter     ,121350.0,295310.0,2.43
Odisha,BALESHWAR,Rice,1998,Autumn     ,1569.0,1509.0,0.96
Odisha,BALESHWAR,Rice,1998,Summer     ,27577.0,56719.0,2.06
Odisha,BALESHWAR,Rice,1998,Winter     ,209874.0,131329.0,0.63
Odisha,BALESHWAR,Rice,1999,Autumn     ,2000.0,3000.0,1.5
Odisha,BALESHWAR,Rice,1999,Summer     ,38360.0,88760.0,2.31
Odisha,BALESHWAR,Rice,1999,Winter     ,215000.0,165000.0,0.77
Odisha,BALESHWAR,Rice,2000,Autumn     ,4350.0,6320.0,1.45
Odisha,BALESHWAR,Rice,2000,Summer     ,20220.0,33330.0,1.65
Odisha,BALESHWAR,Rice,2000,Winter     ,220650.0,342800.0,1.55
Odisha,BALESHWAR,Rice,2001,Kharif     ,247000.0,438000.0,1.77
Odisha,BALESHWAR,Rice,2002,Kharif     ,224000.0,214000.0,0.96
Odisha,BALESHWAR,Rice,2003,Kharif     ,235000.0,371000.0,1.58
Odisha,BALESHWAR,Rice,2004,Autumn     ,1000.0,2000.0,2.0
Odisha,BALESHWAR,Rice,2004,Summer     ,26000.0,56000.0,2.15
Odisha,BALESHWAR,Rice,2004,Winter     ,213000.0,366000.0,1.72
Odisha,BALESHWAR,Rice,2005,Autumn     ,1000.0,2000.0,2.0
Odisha,BALESHWAR,Rice,2005,Summer     ,32000.0,68000.0,2.13
Odisha,BALESHWAR,Rice,2005,Winter     ,214000.0,305000.0,1.43
Odisha,BALESHWAR,Rice,2006,Autumn     ,2000.0,2000.0,1.0
Odisha,BALESHWAR,Rice,2006,Summer     ,28000.0,66000.0,2.36
Odisha,BALESHWAR,Rice,2006,Winter     ,221000.0,291000.0,1.32
Odisha,BALESHWAR,Rice,2007,Autumn     ,1000.0,1000.0,1.0
Odisha,BALESHWAR,Rice,2007,Summer     ,36000.0,95000.0,2.64
Odisha,BALESHWAR,Rice,2007,Winter     ,204000.0,293000.0,1.44
Odisha,BALESHWAR,Rice,2008,Autumn     ,1000.0,1000.0,1.0
Odisha,BALESHWAR,Rice,2008,Summer     ,34000.0,72000.0,2.12
Odisha,BALESHWAR,Rice,2008,Winter     ,211000.0,273000.0,1.29
Odisha,BALESHWAR,Rice,2009,Summer     ,30000.0,79000.0,2.63
Odisha,BALESHWAR,Rice,2009,Winter     ,211000.0,302000.0,1.43
Odisha,BALESHWAR,Rice,2010,Autumn     ,1000.0,1000.0,1.0
Odisha,BALESHWAR,Rice,2010,Summer     ,33000.0,88000.0,2.67
Odisha,BALESHWAR,Rice,2010,Winter     ,205000.0,348000.0,1.7
Odisha,BALESHWAR,Rice,2011,Autumn     ,1000.0,1000.0,1.0
Odisha,BALESHWAR,Rice,2011,Summer     ,24000.0,72000.0,3.0
Odisha,BALESHWAR,Rice,2011,Winter     ,211000.0,425000.0,2.01
Odisha,BALESHWAR,Rice,2012,Summer     ,278000.0,86000.0,0.31
Odisha,BALESHWAR,Rice,2012,Winter     ,180000.0,278000.0,1.54
Odisha,BALESHWAR,Rice,2013,Summer     ,31000.0,117000.0,3.77
Odisha,BALESHWAR,Rice,2013,Winter     ,195000.0,165000.0,0.85
Odisha,BALESHWAR,Rice,2014,Summer     ,38000.0,139000.0,3.66
Odisha,BALESHWAR,Rice,2014,Winter     ,181000.0,362000.0,2.0
Odisha,BALESHWAR,Rice,2015,Summer     ,29000.0,93000.0,3.21
Odisha,BALESHWAR,Rice,2015,Winter     ,192000.0,283000.0,1.47
Odisha,BALESHWAR,Rice,2016,Summer     ,30900.0,98560.0,3.19
Odisha,BALESHWAR,Rice,2016,Winter     ,190930.0,519330.0,2.72
Odisha,BALESHWAR,Rice,2017,Autumn     ,10.0,10.0,1.0
Odisha,BALESHWAR,Rice,2017,Summer     ,26490.0,90280.0,3.41
Odisha,BALESHWAR,Rice,2017,Winter     ,185390.0,403290.0,2.18
Odisha,BALESHWAR,Rice,2018,Summer     ,38790.0,135450.0,3.49
Odisha,BALESHWAR,Rice,2018,Winter     ,182830.0,452190.0,2.47
Odisha,BALESHWAR,Rice,2019,Summer     ,43710.0,149020.0,3.41
Odisha,BALESHWAR,Rice,2019,Winter     ,162390.0,366860.0,2.26
Odisha,BARGARH,Rice,1998,Autumn     ,56661.0,43562.0,0.77
Odisha,BARGARH,Rice,1998,Summer     ,59120.0,141439.0,2.39
Odisha,BARGARH,Rice,1998,Winter     ,183916.0,301329.0,1.64
Odisha,BARGARH,Rice,1999,Autumn     ,57000.0,63000.0,1.11
Odisha,BARGARH,Rice,1999,Summer     ,63890.0,205060.0,3.21
Odisha,BARGARH,Rice,1999,Winter     ,182000.0,381000.0,2.09
Odisha,BARGARH,Rice,2000,Autumn     ,63530.0,12340.0,0.19
Odisha,BARGARH,Rice,2000,Summer     ,53570.0,153550.0,2.87
Odisha,BARGARH,Rice,2000,Winter     ,176720.0,190040.0,1.08
Odisha,BARGARH,Rice,2001,Kharif     ,306000.0,606000.0,1.98
Odisha,BARGARH,Rice,2002,Kharif     ,306000.0,393000.0,1.28
Odisha,BARGARH,Rice,2003,Kharif     ,313000.0,646000.0,2.06
Odisha,BARGARH,Rice,2004,Autumn     ,64000.0,59000.0,0.92
Odisha,BARGARH,Rice,2004,Summer     ,55000.0,159000.0,2.89
Odisha,BARGARH,Rice,2004,Winter     ,178000.0,309000.0,1.74
Odisha,BARGARH,Rice,2005,Autumn     ,62000.0,61000.0,0.98
Odisha,BARGARH,Rice,2005,Summer     ,59000.0,159000.0,2.69
Odisha,BARGARH,Rice,2005,Winter     ,169000.0,330000.0,1.95
Odisha,BARGARH,Rice,2006,Autumn     ,63000.0,68000.0,1.08
Odisha,BARGARH,Rice,2006,Summer     ,58000.0,173000.0,2.98
Odisha,BARGARH,Rice,2006,Winter     ,179000.0,363000.0,2.03
Odisha,BARGARH,Rice,2007,Autumn     ,62000.0,66000.0,1.06
Odisha,BARGARH,Rice,2007,Summer     ,64000.0,214000.0,3.34
Odisha,BARGARH,Rice,2007,Winter     ,175000.0,354000.0,2.02
Odisha,BARGARH,Rice,2008,Autumn     ,58000.0,51000.0,0.88
Odisha,BARGARH,Rice,2008,Summer     ,61000.0,207000.0,3.39
Odisha,BARGARH,Rice,2008,Winter     ,186000.0,366000.0,1.97
Odisha,BARGARH,Rice,2009,Autumn     ,58000.0,65000.0,1.12
Odisha,BARGARH,Rice,2009,Summer     ,68000.0,229000.0,3.37
Odisha,BARGARH,Rice,2009,Winter     ,186000.0,387000.0,2.08
Odisha,BARGARH,Rice,2010,Autumn     ,59000.0,47000.0,0.8
Odisha,BARGARH,Rice,2010,Summer     ,67000.0,278000.0,4.15
Odisha,BARGARH,Rice,2010,Winter     ,177000.0,370000.0,2.09
Odisha,BARGARH,Rice,2011,Autumn     ,53000.0,41000.0,0.77
Odisha,BARGARH,Rice,2011,Summer     ,71000.0,266000.0,3.75
Odisha,BARGARH,Rice,2011,Winter     ,182000.0,342000.0,1.88
Odisha,BARGARH,Rice,2012,Autumn     ,52000.0,105000.0,2.02
Odisha,BARGARH,Rice,2012,Summer     ,687000.0,265000.0,0.39
Odisha,BARGARH,Rice,2012,Winter     ,181000.0,582000.0,3.22
Odisha,BARGARH,Rice,2013,Autumn     ,61000.0,74000.0,1.21
Odisha,BARGARH,Rice,2013,Summer     ,84000.0,329000.0,3.92
Odisha,BARGARH,Rice,2013,Winter     ,180000.0,338000.0,1.88
Odisha,BARGARH,Rice,2014,Autumn     ,57000.0,110000.0,1.93
Odisha,BARGARH,Rice,2014,Summer     ,76000.0,303000.0,3.99
Odisha,BARGARH,Rice,2014,Winter     ,174000.0,485000.0,2.79
Odisha,BARGARH,Rice,2015,Autumn     ,62000.0,24000.0,0.39
Odisha,BARGARH,Rice,2015,Summer     ,73000.0,301000.0,4.12
Odisha,BARGARH,Rice,2015,Winter     ,172000.0,267000.0,1.55
Odisha,BARGARH,Rice,2016,Autumn     ,51280.0,35740.0,0.7
Odisha,BARGARH,Rice,2016,Summer     ,61220.0,269940.0,4.41
Odisha,BARGARH,Rice,2016,Winter     ,166480.0,374260.0,2.25
Odisha,BARGARH,Rice,2017,Autumn     ,57670.0,9850.0,0.17
Odisha,BARGARH,Rice,2017,Summer     ,64050.0,207920.0,3.25
Odisha,BARGARH,Rice,2017,Winter     ,175640.0,94150.0,0.54
Odisha,BARGARH,Rice,2018,Autumn     ,47940.0,61970.0,1.29
Odisha,BARGARH,Rice,2018,Summer     ,69780.0,249680.0,3.58
Odisha,BARGARH,Rice,2018,Winter     ,187090.0,287710.0,1.54
Odisha,BARGARH,Rice,2019,Autumn     ,45030.0,60670.0,1.35
Odisha,BARGARH,Rice,2019,Summer     ,69610.0,176110.0,2.53
Odisha,BARGARH,Rice,2019,Winter     ,184570.0,345220.0,1.87
Odisha,BHADRAK,Rice,1998,Autumn     ,381.0,360.0,0.94
Odisha,BHADRAK,Rice,1998,Summer     ,10949.0,18709.0,1.71
Odisha,BHADRAK,Rice,1998,Winter     ,169693.0,239827.0,1.41
Odisha,BHADRAK,Rice,1999,Autumn     ,1000.0,1000.0,1.0
Odisha,BHADRAK,Rice,1999,Summer     ,21260.0,50410.0,2.37
Odisha,BHADRAK,Rice,1999,Winter     ,170000.0,88000.0,0.52
Odisha,BHADRAK,Rice,2000,Autumn     ,580.0,670.0,1.16
Odisha,BHADRAK,Rice,2000,Summer     ,4760.0,8460.0,1.78
Odisha,BHADRAK,Rice,2000,Winter     ,166990.0,244090.0,1.46
Odisha,BHADRAK,Rice,2001,Kharif     ,156000.0,303000.0,1.94
Odisha,BHADRAK,Rice,2002,Kharif     ,151000.0,191000.0,1.26
Odisha,BHADRAK,Rice,2003,Kharif     ,171000.0,311000.0,1.82
Odisha,BHADRAK,Rice,2004,Summer     ,9000.0,20000.0,2.22
Odisha,BHADRAK,Rice,2004,Winter     ,169000.0,337000.0,1.99
Odisha,BHADRAK,Rice,2005,Summer     ,11000.0,25000.0,2.27
Odisha,BHADRAK,Rice,2005,Winter     ,167000.0,312000.0,1.87
Odisha,BHADRAK,Rice,2006,Summer     ,11000.0,25000.0,2.27
Odisha,BHADRAK,Rice,2006,Winter     ,160000.0,273000.0,1.71
Odisha,BHADRAK,Rice,2007,Summer     ,11000.0,27000.0,2.45
Odisha,BHADRAK,Rice,2007,Winter     ,166000.0,280000.0,1.69
Odisha,BHADRAK,Rice,2008,Summer     ,15000.0,22000.0,1.47
Odisha,BHADRAK,Rice,2008,Winter     ,165000.0,317000.0,1.92
Odisha,BHADRAK,Rice,2009,Summer     ,8000.0,12000.0,1.5
Odisha,BHADRAK,Rice,2009,Winter     ,165000.0,311000.0,1.88
Odisha,BHADRAK,Rice,2010,Summer     ,2000.0,4000.0,2.0
Odisha,BHADRAK,Rice,2010,Winter     ,156000.0,285000.0,1.83
Odisha,BHADRAK,Rice,2011,Summer     ,6000.0,11000.0,1.83
Odisha,BHADRAK,Rice,2011,Winter     ,168000.0,275000.0,1.64
Odisha,BHADRAK,Rice,2012,Summer     ,350000.0,5000.0,0.01
Odisha,BHADRAK,Rice,2012,Winter     ,164000.0,350000.0,2.13
Odisha,BHADRAK,Rice,2013,Summer     ,3000.0,8000.0,2.67
Odisha,BHADRAK,Rice,2013,Winter     ,165000.0,239000.0,1.45
Odisha,BHADRAK,Rice,2014,Summer     ,6000.0,11000.0,1.83
Odisha,BHADRAK,Rice,2014,Winter     ,158000.0,222000.0,1.41
Odisha,BHADRAK,Rice,2015,Summer     ,2000.0,5000.0,2.5
Odisha,BHADRAK,Rice,2015,Winter     ,160000.0,402000.0,2.51
Odisha,BHADRAK,Rice,2016,Summer     ,430.0,1260.0,2.93
Odisha,BHADRAK,Rice,2016,Winter     ,155520.0,482500.0,3.1
Odisha,BHADRAK,Rice,2017,Summer     ,1510.0,3930.0,2.6
Odisha,BHADRAK,Rice,2017,Winter     ,156750.0,303470.0,1.94
Odisha,BHADRAK,Rice,2018,Summer     ,1710.0,3660.0,2.14
Odisha,BHADRAK,Rice,2018,Winter     ,149400.0,270580.0,1.81
Odisha,BHADRAK,Rice,2019,Summer     ,930.0,2600.0,2.8
Odisha,BHADRAK,Rice,2019,Winter     ,154430.0,275250.0,1.78
Odisha,BOUDH,Rice,1998,Autumn     ,9591.0,3588.0,0.37
Odisha,BOUDH,Rice,1998,Summer     ,1274.0,1409.0,1.11
Odisha,BOUDH,Rice,1998,Winter     ,48450.0,50511.0,1.04
Odisha,BOUDH,Rice,1999,Autumn     ,10000.0,10000.0,1.0
Odisha,BOUDH,Rice,1999,Summer     ,860.0,1370.0,1.59
Odisha,BOUDH,Rice,1999,Winter     ,55000.0,86000.0,1.56
Odisha,BOUDH,Rice,2000,Autumn     ,11620.0,5940.0,0.51
Odisha,BOUDH,Rice,2000,Summer     ,610.0,1060.0,1.74
Odisha,BOUDH,Rice,2000,Winter     ,54440.0,28210.0,0.52
Odisha,BOUDH,Rice,2001,Kharif     ,70000.0,88000.0,1.26
Odisha,BOUDH,Rice,2002,Kharif     ,66000.0,31000.0,0.47
Odisha,BOUDH,Rice,2003,Kharif     ,73000.0,132000.0,1.81
Odisha,BOUDH,Rice,2004,Autumn     ,11000.0,10000.0,0.91
Odisha,BOUDH,Rice,2004,Summer     ,1000.0,1000.0,1.0
Odisha,BOUDH,Rice,2004,Winter     ,57000.0,86000.0,1.51
Odisha,BOUDH,Rice,2005,Autumn     ,10000.0,9000.0,0.9
Odisha,BOUDH,Rice,2005,Summer     ,1000.0,2000.0,2.0
Odisha,BOUDH,Rice,2005,Winter     ,57000.0,93000.0,1.63
Odisha,BOUDH,Rice,2006,Autumn     ,10000.0,12000.0,1.2
Odisha,BOUDH,Rice,2006,Summer     ,1000.0,2000.0,2.0
Odisha,BOUDH,Rice,2006,Winter     ,60000.0,98000.0,1.63
Odisha,BOUDH,Rice,2007,Autumn     ,11000.0,12000.0,1.09
Odisha,BOUDH,Rice,2007,Summer     ,1000.0,2000.0,2.0
Odisha,BOUDH,Rice,2007,Winter     ,53000.0,93000.0,1.75
Odisha,BOUDH,Rice,2008,Autumn     ,11000.0,11000.0,1.0
Odisha,BOUDH,Rice,2008,Summer     ,2000.0,3000.0,1.5
Odisha,BOUDH,Rice,2008,Winter     ,58000.0,78000.0,1.34
Odisha,BOUDH,Rice,2009,Autumn     ,7000.0,8000.0,1.14
Odisha,BOUDH,Rice,2009,Winter     ,57000.0,109000.0,1.91
Odisha,BOUDH,Rice,2010,Autumn     ,7000.0,5000.0,0.71
Odisha,BOUDH,Rice,2010,Summer     ,1000.0,1000.0,1.0
Odisha,BOUDH,Rice,2010,Winter     ,57000.0,72000.0,1.26
Odisha,BOUDH,Rice,2011,Autumn     ,5000.0,3000.0,0.6
Odisha,BOUDH,Rice,2011,Summer     ,1000.0,1000.0,1.0
Odisha,BOUDH,Rice,2011,Winter     ,59000.0,72000.0,1.22
Odisha,BOUDH,Rice,2012,Autumn     ,6000.0,8000.0,1.33
Odisha,BOUDH,Rice,2012,Summer     ,173000.0,3000.0,0.02
Odisha,BOUDH,Rice,2012,Winter     ,62000.0,165000.0,2.66
Odisha,BOUDH,Rice,2013,Autumn     ,7000.0,8000.0,1.14
Odisha,BOUDH,Rice,2013,Summer     ,2000.0,4000.0,2.0
Odisha,BOUDH,Rice,2013,Winter     ,59000.0,110000.0,1.86
Odisha,BOUDH,Rice,2014,Autumn     ,5000.0,7000.0,1.4
Odisha,BOUDH,Rice,2014,Summer     ,1000.0,3000.0,3.0
Odisha,BOUDH,Rice,2014,Winter     ,53000.0,127000.0,2.4
Odisha,BOUDH,Rice,2015,Autumn     ,5000.0,3000.0,0.6
Odisha,BOUDH,Rice,2015,Summer     ,1000.0,2000.0,2.0
Odisha,BOUDH,Rice,2015,Winter     ,55000.0,52000.0,0.95
Odisha,BOUDH,Rice,2016,Autumn     ,2780.0,5860.0,2.11
Odisha,BOUDH,Rice,2016,Summer     ,1510.0,5180.0,3.43
Odisha,BOUDH,Rice,2016,Winter     ,52340.0,164470.0,3.14
Odisha,BOUDH,Rice,2017,Autumn     ,4100.0,4240.0,1.03
Odisha,BOUDH,Rice,2017,Summer     ,1040.0,3660.0,3.52
Odisha,BOUDH,Rice,2017,Winter     ,53780.0,100750.0,1.87
Odisha,BOUDH,Rice,2018,Autumn     ,2210.0,4450.0,2.01
Odisha,BOUDH,Rice,2018,Summer     ,1550.0,4820.0,3.11
Odisha,BOUDH,Rice,2018,Winter     ,60360.0,171270.0,2.84
Odisha,BOUDH,Rice,2019,Autumn     ,1830.0,3710.0,2.03
Odisha,BOUDH,Rice,2019,Summer     ,950.0,2570.0,2.71
Odisha,BOUDH,Rice,2019,Winter     ,60260.0,167030.0,2.77
Odisha,CUTTACK,Rice,1998,Autumn     ,14695.0,19134.0,1.3
Odisha,CUTTACK,Rice,1998,Summer     ,8150.0,13477.0,1.65
Odisha,CUTTACK,Rice,1998,Winter     ,127524.0,225009.0,1.76
Odisha,CUTTACK,Rice,1999,Autumn     ,9000.0,11000.0,1.22
Odisha,CUTTACK,Rice,1999,Summer     ,19900.0,45990.0,2.31
Odisha,CUTTACK,Rice,1999,Winter     ,133000.0,49000.0,0.37
Odisha,CUTTACK,Rice,2000,Autumn     ,13380.0,16980.0,1.27
Odisha,CUTTACK,Rice,2000,Summer     ,3250.0,6380.0,1.96
Odisha,CUTTACK,Rice,2000,Winter     ,139830.0,166210.0,1.19
Odisha,CUTTACK,Rice,2001,Kharif     ,142000.0,239000.0,1.68
Odisha,CUTTACK,Rice,2002,Kharif     ,155000.0,180000.0,1.16
Odisha,CUTTACK,Rice,2003,Kharif     ,142000.0,163000.0,1.15
Odisha,CUTTACK,Rice,2004,Autumn     ,13000.0,17000.0,1.31
Odisha,CUTTACK,Rice,2004,Summer     ,5000.0,12000.0,2.4
Odisha,CUTTACK,Rice,2004,Winter     ,129000.0,250000.0,1.94
Odisha,CUTTACK,Rice,2005,Autumn     ,12000.0,18000.0,1.5
Odisha,CUTTACK,Rice,2005,Summer     ,5000.0,12000.0,2.4
Odisha,CUTTACK,Rice,2005,Winter     ,135000.0,271000.0,2.01
Odisha,CUTTACK,Rice,2006,Autumn     ,12000.0,14000.0,1.17
Odisha,CUTTACK,Rice,2006,Summer     ,5000.0,9000.0,1.8
Odisha,CUTTACK,Rice,2006,Winter     ,121000.0,182000.0,1.5
Odisha,CUTTACK,Rice,2007,Autumn     ,16000.0,16000.0,1.0
Odisha,CUTTACK,Rice,2007,Summer     ,5000.0,12000.0,2.4
Odisha,CUTTACK,Rice,2007,Winter     ,130000.0,224000.0,1.72
Odisha,CUTTACK,Rice,2008,Autumn     ,8000.0,5000.0,0.63
Odisha,CUTTACK,Rice,2008,Summer     ,5000.0,10000.0,2.0
Odisha,CUTTACK,Rice,2008,Winter     ,120000.0,172000.0,1.43
Odisha,CUTTACK,Rice,2009,Autumn     ,10000.0,15000.0,1.5
Odisha,CUTTACK,Rice,2009,Summer     ,3000.0,7000.0,2.33
Odisha,CUTTACK,Rice,2009,Winter     ,128000.0,268000.0,2.09
Odisha,CUTTACK,Rice,2010,Autumn     ,7000.0,7000.0,1.0
Odisha,CUTTACK,Rice,2010,Summer     ,3000.0,7000.0,2.33
Odisha,CUTTACK,Rice,2010,Winter     ,126000.0,232000.0,1.84
Odisha,CUTTACK,Rice,2011,Autumn     ,6000.0,4000.0,0.67
Odisha,CUTTACK,Rice,2011,Summer     ,4000.0,11000.0,2.75
Odisha,CUTTACK,Rice,2011,Winter     ,128000.0,246000.0,1.92
Odisha,CUTTACK,Rice,2012,Autumn     ,8000.0,17000.0,2.13
Odisha,CUTTACK,Rice,2012,Summer     ,376000.0,6000.0,0.02
Odisha,CUTTACK,Rice,2012,Winter     ,120000.0,359000.0,2.99
Odisha,CUTTACK,Rice,2013,Autumn     ,3000.0,3000.0,1.0
Odisha,CUTTACK,Rice,2013,Summer     ,3000.0,6000.0,2.0
Odisha,CUTTACK,Rice,2013,Winter     ,115000.0,168000.0,1.46
Odisha,CUTTACK,Rice,2014,Autumn     ,1000.0,2000.0,2.0
Odisha,CUTTACK,Rice,2014,Summer     ,1000.0,3000.0,3.0
Odisha,CUTTACK,Rice,2014,Winter     ,120000.0,301000.0,2.51
Odisha,CUTTACK,Rice,2015,Autumn     ,2000.0,3000.0,1.5
Odisha,CUTTACK,Rice,2015,Summer     ,1000.0,2000.0,2.0
Odisha,CUTTACK,Rice,2015,Winter     ,118000.0,239000.0,2.03
Odisha,CUTTACK,Rice,2016,Autumn     ,1790.0,3210.0,1.79
Odisha,CUTTACK,Rice,2016,Summer     ,1500.0,5120.0,3.41
Odisha,CUTTACK,Rice,2016,Winter     ,116190.0,388320.0,3.34
Odisha,CUTTACK,Rice,2017,Autumn     ,2090.0,2140.0,1.02
Odisha,CUTTACK,Rice,2017,Summer     ,350.0,990.0,2.83
Odisha,CUTTACK,Rice,2017,Winter     ,106570.0,236580.0,2.22
Odisha,CUTTACK,Rice,2018,Autumn     ,620.0,1000.0,1.61
Odisha,CUTTACK,Rice,2018,Summer     ,780.0,2190.0,2.81
Odisha,CUTTACK,Rice,2018,Winter     ,96450.0,260150.0,2.7
Odisha,CUTTACK,Rice,2019,Autumn     ,150.0,360.0,2.4
Odisha,CUTTACK,Rice,2019,Summer     ,2050.0,8600.0,4.2
Odisha,CUTTACK,Rice,2019,Winter     ,116810.0,384520.0,3.29
Odisha,DEOGARH,Rice,1998,Autumn     ,15603.0,8873.0,0.57
Odisha,DEOGARH,Rice,1998,Summer     ,5027.0,5803.0,1.15
Odisha,DEOGARH,Rice,1998,Winter     ,30586.0,28745.0,0.94
Odisha,DEOGARH,Rice,1999,Autumn     ,20000.0,18000.0,0.9
Odisha,DEOGARH,Rice,1999,Summer     ,2250.0,3170.0,1.41
Odisha,DEOGARH,Rice,1999,Winter     ,26000.0,34000.0,1.31
Odisha,DEOGARH,Rice,2000,Autumn     ,21120.0,8570.0,0.41
Odisha,DEOGARH,Rice,2000,Summer     ,60.0,50.0,0.83
Odisha,DEOGARH,Rice,2000,Winter     ,26730.0,11770.0,0.44
Odisha,DEOGARH,Rice,2001,Kharif     ,52000.0,68000.0,1.31
Odisha,DEOGARH,Rice,2002,Kharif     ,46000.0,20000.0,0.43
Odisha,DEOGARH,Rice,2003,Kharif     ,50000.0,73000.0,1.46
Odisha,DEOGARH,Rice,2004,Autumn     ,23000.0,14000.0,0.61
Odisha,DEOGARH,Rice,2004,Summer     ,1000.0,1000.0,1.0
Odisha,DEOGARH,Rice,2004,Winter     ,27000.0,26000.0,0.96
Odisha,DEOGARH,Rice,2005,Autumn     ,23000.0,21000.0,0.91
Odisha,DEOGARH,Rice,2005,Summer     ,3000.0,4000.0,1.33
Odisha,DEOGARH,Rice,2005,Winter     ,28000.0,43000.0,1.54
Odisha,DEOGARH,Rice,2006,Autumn     ,20000.0,18000.0,0.9
Odisha,DEOGARH,Rice,2006,Summer     ,3000.0,5000.0,1.67
Odisha,DEOGARH,Rice,2006,Winter     ,30000.0,44000.0,1.47
Odisha,DEOGARH,Rice,2007,Autumn     ,16000.0,16000.0,1.0
Odisha,DEOGARH,Rice,2007,Summer     ,2000.0,4000.0,2.0
Odisha,DEOGARH,Rice,2007,Winter     ,26000.0,39000.0,1.5
Odisha,DEOGARH,Rice,2008,Autumn     ,18000.0,18000.0,1.0
Odisha,DEOGARH,Rice,2008,Winter     ,27000.0,38000.0,1.41
