State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Odisha,ANUGUL,Arhar/Tur,1997,Autumn     ,3555.0,739.0,0.21
Odisha,ANUGUL,Arhar/Tur,1997,Summer     ,469.0,115.0,0.25
Odisha,ANUGUL,Arhar/Tur,1997,Winter     ,660.0,114.0,0.17
Odisha,ANUGUL,Arhar/Tur,1999,Kharif     ,7960.0,5010.0,0.63
Odisha,ANUGUL,Arhar/Tur,2000,Kharif     ,8930.0,6430.0,0.72
Odisha,ANUGUL,Arhar/Tur,2002,Kharif     ,8730.0,6050.0,0.69
Odisha,ANUGUL,Arhar/Tur,2003,Kharif     ,9500.0,6500.0,0.68
Odisha,ANUGUL,Arhar/Tur,2019,Kharif     ,9250.0,9570.0,1.03
Odisha,BALANGIR,Arhar/Tur,1997,Autumn     ,4768.0,1117.0,0.23
Odisha,BALANGIR,Arhar/Tur,1997,Summer     ,482.0,111.0,0.23
Odisha,BALANGIR,Arhar/Tur,1997,Winter     ,3801.0,487.0,0.13
Odisha,BALANGIR,Arhar/Tur,1999,Kharif     ,12290.0,5710.0,0.46
Odisha,BALANGIR,Arhar/Tur,2000,Kharif     ,12470.0,7320.0,0.59
Odisha,BALANGIR,Arhar/Tur,2001,Kharif     ,10010.0,4750.0,0.47
Odisha,BALANGIR,Arhar/Tur,2002,Kharif     ,7680.0,4850.0,0.63
Odisha,BALANGIR,Arhar/Tur,2003,Kharif     ,9160.0,7140.0,0.78
Odisha,BALANGIR,Arhar/Tur,2019,Kharif     ,8600.0,10310.0,1.2
Odisha,BALESHWAR,Arhar/Tur,1997,Summer     ,3913.0,646.0,0.17
Odisha,BALESHWAR,Arhar/Tur,1997,Winter     ,5.0,1.0,0.2
Odisha,BALESHWAR,Arhar/Tur,1999,Kharif     ,310.0,200.0,0.65
Odisha,BALESHWAR,Arhar/Tur,2000,Kharif     ,290.0,150.0,0.52
Odisha,BALESHWAR,Arhar/Tur,2001,Kharif     ,270.0,170.0,0.63
Odisha,BALESHWAR,Arhar/Tur,2002,Kharif     ,180.0,120.0,0.67
Odisha,BALESHWAR,Arhar/Tur,2003,Kharif     ,150.0,90.0,0.6
Odisha,BARGARH,Arhar/Tur,1997,Autumn     ,14149.0,3933.0,0.28
Odisha,BARGARH,Arhar/Tur,1997,Summer     ,831.0,288.0,0.35
Odisha,BARGARH,Arhar/Tur,1997,Winter     ,50.0,9.0,0.18
Odisha,BARGARH,Arhar/Tur,1999,Kharif     ,2090.0,1410.0,0.67
Odisha,BARGARH,Arhar/Tur,2000,Kharif     ,2310.0,1670.0,0.72
Odisha,BARGARH,Arhar/Tur,2001,Kharif     ,2420.0,2300.0,0.95
Odisha,BARGARH,Arhar/Tur,2002,Kharif     ,2200.0,1610.0,0.73
Odisha,BARGARH,Arhar/Tur,2003,Kharif     ,2260.0,1770.0,0.78
Odisha,BARGARH,Arhar/Tur,2019,Kharif     ,2060.0,1900.0,0.92
Odisha,BHADRAK,Arhar/Tur,1997,Summer     ,2990.0,583.0,0.19
Odisha,BHADRAK,Arhar/Tur,1999,Kharif     ,40.0,30.0,0.75
Odisha,BHADRAK,Arhar/Tur,2000,Kharif     ,30.0,20.0,0.67
Odisha,BHADRAK,Arhar/Tur,2001,Kharif     ,20.0,20.0,1.0
Odisha,BHADRAK,Arhar/Tur,2002,Kharif     ,30.0,30.0,1.0
Odisha,BHADRAK,Arhar/Tur,2003,Kharif     ,20.0,20.0,1.0
Odisha,BOUDH,Arhar/Tur,1997,Autumn     ,289.0,45.0,0.16
Odisha,BOUDH,Arhar/Tur,1997,Summer     ,360.0,62.0,0.17
Odisha,BOUDH,Arhar/Tur,1997,Winter     ,1232.0,149.0,0.12
Odisha,BOUDH,Arhar/Tur,1999,Kharif     ,3190.0,2870.0,0.9
Odisha,BOUDH,Arhar/Tur,2000,Kharif     ,2930.0,2720.0,0.93
Odisha,BOUDH,Arhar/Tur,2001,Kharif     ,2970.0,2670.0,0.9
Odisha,BOUDH,Arhar/Tur,2002,Kharif     ,3020.0,2110.0,0.7
Odisha,BOUDH,Arhar/Tur,2003,Kharif     ,3610.0,1810.0,0.5
Odisha,BOUDH,Arhar/Tur,2019,Kharif     ,4810.0,4500.0,0.94
Odisha,CUTTACK,Arhar/Tur,1997,Summer     ,23111.0,4392.0,0.19
Odisha,CUTTACK,Arhar/Tur,1997,Winter     ,1797.0,516.0,0.29
Odisha,CUTTACK,Arhar/Tur,1999,Kharif     ,1240.0,1000.0,0.81
Odisha,CUTTACK,Arhar/Tur,2000,Kharif     ,1360.0,1070.0,0.79
Odisha,CUTTACK,Arhar/Tur,2000,Rabi       ,30.0,20.0,0.67
Odisha,CUTTACK,Arhar/Tur,2001,Kharif     ,1160.0,950.0,0.82
Odisha,CUTTACK,Arhar/Tur,2001,Rabi       ,40.0,30.0,0.75
Odisha,CUTTACK,Arhar/Tur,2002,Kharif     ,890.0,720.0,0.81
Odisha,CUTTACK,Arhar/Tur,2003,Kharif     ,980.0,860.0,0.88
Odisha,CUTTACK,Arhar/Tur,2019,Kharif     ,310.0,270.0,0.87
Odisha,DEOGARH,Arhar/Tur,1997,Autumn     ,1251.0,405.0,0.32
Odisha,DEOGARH,Arhar/Tur,1997,Summer     ,181.0,58.0,0.32
Odisha,DEOGARH,Arhar/Tur,1997,Winter     ,93.0,18.0,0.19
Odisha,DEOGARH,Arhar/Tur,1999,Kharif     ,550.0,340.0,0.62
Odisha,DEOGARH,Arhar/Tur,2000,Kharif     ,440.0,220.0,0.5
Odisha,DEOGARH,Arhar/Tur,2001,Kharif     ,410.0,240.0,0.59
Odisha,DEOGARH,Arhar/Tur,2002,Kharif     ,530.0,300.0,0.57
Odisha,DEOGARH,Arhar/Tur,2003,Kharif     ,670.0,400.0,0.6
Odisha,DEOGARH,Arhar/Tur,2019,Kharif     ,2900.0,3120.0,1.08
Odisha,DHENKANAL,Arhar/Tur,1997,Autumn     ,322.0,32.0,0.1
Odisha,DHENKANAL,Arhar/Tur,1997,Summer     ,904.0,203.0,0.22
Odisha,DHENKANAL,Arhar/Tur,1997,Winter     ,609.0,110.0,0.18
Odisha,DHENKANAL,Arhar/Tur,1999,Kharif     ,6460.0,4210.0,0.65
Odisha,DHENKANAL,Arhar/Tur,2000,Kharif     ,6070.0,4490.0,0.74
Odisha,DHENKANAL,Arhar/Tur,2002,Kharif     ,4220.0,3070.0,0.73
Odisha,DHENKANAL,Arhar/Tur,2003,Kharif     ,4620.0,3370.0,0.73
Odisha,DHENKANAL,Arhar/Tur,2019,Kharif     ,3050.0,2830.0,0.93
Odisha,GAJAPATI,Arhar/Tur,1997,Winter     ,1106.0,352.0,0.32
Odisha,GAJAPATI,Arhar/Tur,1999,Kharif     ,3840.0,2730.0,0.71
Odisha,GAJAPATI,Arhar/Tur,2000,Kharif     ,3970.0,4020.0,1.01
Odisha,GAJAPATI,Arhar/Tur,2001,Kharif     ,4370.0,3100.0,0.71
Odisha,GAJAPATI,Arhar/Tur,2002,Kharif     ,4360.0,4230.0,0.97
Odisha,GAJAPATI,Arhar/Tur,2003,Kharif     ,4370.0,5030.0,1.15
Odisha,GAJAPATI,Arhar/Tur,2019,Kharif     ,3100.0,2810.0,0.91
Odisha,GANJAM,Arhar/Tur,1997,Autumn     ,63.0,7.0,0.11
Odisha,GANJAM,Arhar/Tur,1997,Summer     ,143.0,41.0,0.29
Odisha,GANJAM,Arhar/Tur,1997,Winter     ,57061.0,11355.0,0.2
Odisha,GANJAM,Arhar/Tur,1999,Kharif     ,7950.0,2460.0,0.31
Odisha,GANJAM,Arhar/Tur,2000,Kharif     ,9690.0,8140.0,0.84
Odisha,GANJAM,Arhar/Tur,2001,Kharif     ,11620.0,8600.0,0.74
Odisha,GANJAM,Arhar/Tur,2002,Kharif     ,9150.0,5780.0,0.63
Odisha,GANJAM,Arhar/Tur,2003,Kharif     ,11260.0,6820.0,0.61
Odisha,GANJAM,Arhar/Tur,2019,Kharif     ,15470.0,15750.0,1.02
Odisha,JAGATSINGHAPUR,Arhar/Tur,1997,Summer     ,16178.0,2718.0,0.17
Odisha,JAGATSINGHAPUR,Arhar/Tur,1997,Winter     ,190.0,55.0,0.29
Odisha,JAGATSINGHAPUR,Arhar/Tur,1999,Kharif     ,230.0,190.0,0.83
Odisha,JAGATSINGHAPUR,Arhar/Tur,2000,Kharif     ,130.0,70.0,0.54
Odisha,JAGATSINGHAPUR,Arhar/Tur,2001,Kharif     ,140.0,140.0,1.0
Odisha,JAGATSINGHAPUR,Arhar/Tur,2002,Kharif     ,50.0,40.0,0.8
Odisha,JAGATSINGHAPUR,Arhar/Tur,2002,Rabi       ,50.0,40.0,0.8
Odisha,JAGATSINGHAPUR,Arhar/Tur,2003,Kharif     ,130.0,100.0,0.77
Odisha,JAJAPUR,Arhar/Tur,1997,Summer     ,12688.0,3045.0,0.24
Odisha,JAJAPUR,Arhar/Tur,1997,Winter     ,67.0,9.0,0.13
Odisha,JAJAPUR,Arhar/Tur,1999,Kharif     ,2250.0,780.0,0.35
Odisha,JAJAPUR,Arhar/Tur,2000,Kharif     ,2890.0,1030.0,0.36
Odisha,JAJAPUR,Arhar/Tur,2001,Kharif     ,2860.0,950.0,0.33
Odisha,JAJAPUR,Arhar/Tur,2001,Rabi       ,170.0,80.0,0.47
Odisha,JAJAPUR,Arhar/Tur,2002,Kharif     ,1500.0,520.0,0.35
Odisha,JAJAPUR,Arhar/Tur,2003,Kharif     ,2630.0,980.0,0.37
Odisha,JAJAPUR,Arhar/Tur,2019,Kharif     ,450.0,360.0,0.8
Odisha,JHARSUGUDA,Arhar/Tur,1997,Autumn     ,24.0,6.0,0.25
Odisha,JHARSUGUDA,Arhar/Tur,1997,Summer     ,55.0,21.0,0.38
Odisha,JHARSUGUDA,Arhar/Tur,1999,Kharif     ,230.0,140.0,0.61
Odisha,JHARSUGUDA,Arhar/Tur,2000,Kharif     ,280.0,160.0,0.57
Odisha,JHARSUGUDA,Arhar/Tur,2001,Kharif     ,560.0,350.0,0.63
Odisha,JHARSUGUDA,Arhar/Tur,2002,Kharif     ,650.0,400.0,0.62
Odisha,JHARSUGUDA,Arhar/Tur,2003,Kharif     ,580.0,370.0,0.64
Odisha,JHARSUGUDA,Arhar/Tur,2019,Kharif     ,310.0,320.0,1.03
Odisha,KALAHANDI,Arhar/Tur,1997,Autumn     ,37.0,3.0,0.08
Odisha,KALAHANDI,Arhar/Tur,1997,Summer     ,2376.0,444.0,0.19
Odisha,KALAHANDI,Arhar/Tur,1997,Winter     ,4796.0,566.0,0.12
Odisha,KALAHANDI,Arhar/Tur,1999,Kharif     ,19580.0,12820.0,0.65
Odisha,KALAHANDI,Arhar/Tur,2000,Kharif     ,20740.0,13650.0,0.66
Odisha,KALAHANDI,Arhar/Tur,2001,Kharif     ,19700.0,11960.0,0.61
Odisha,KALAHANDI,Arhar/Tur,2002,Kharif     ,11640.0,6820.0,0.59
Odisha,KALAHANDI,Arhar/Tur,2003,Kharif     ,18560.0,14400.0,0.78
Odisha,KALAHANDI,Arhar/Tur,2019,Kharif     ,19350.0,34520.0,1.78
Odisha,KANDHAMAL,Arhar/Tur,1997,Winter     ,73.0,10.0,0.14
Odisha,KANDHAMAL,Arhar/Tur,1999,Kharif     ,5200.0,4050.0,0.78
Odisha,KANDHAMAL,Arhar/Tur,2000,Kharif     ,5350.0,4320.0,0.81
Odisha,KANDHAMAL,Arhar/Tur,2001,Kharif     ,5250.0,4350.0,0.83
Odisha,KANDHAMAL,Arhar/Tur,2002,Kharif     ,5140.0,4360.0,0.85
Odisha,KANDHAMAL,Arhar/Tur,2003,Kharif     ,4910.0,4350.0,0.89
Odisha,KANDHAMAL,Arhar/Tur,2019,Kharif     ,4570.0,3360.0,0.74
Odisha,KENDRAPARA,Arhar/Tur,1997,Autumn     ,5.0,1.0,0.2
Odisha,KENDRAPARA,Arhar/Tur,1997,Summer     ,7993.0,2030.0,0.25
Odisha,KENDRAPARA,Arhar/Tur,1997,Winter     ,30.0,11.0,0.37
Odisha,KENDRAPARA,Arhar/Tur,1999,Kharif     ,160.0,150.0,0.94
Odisha,KENDRAPARA,Arhar/Tur,2000,Kharif     ,100.0,90.0,0.9
Odisha,KENDRAPARA,Arhar/Tur,2001,Kharif     ,20.0,10.0,0.5
Odisha,KENDRAPARA,Arhar/Tur,2001,Rabi       ,80.0,50.0,0.63
Odisha,KENDRAPARA,Arhar/Tur,2002,Kharif     ,40.0,40.0,1.0
Odisha,KENDRAPARA,Arhar/Tur,2003,Kharif     ,20.0,20.0,1.0
Odisha,KENDRAPARA,Arhar/Tur,2019,Kharif     ,10.0,10.0,1.0
Odisha,KENDUJHAR,Arhar/Tur,1997,Summer     ,125.0,27.0,0.22
Odisha,KENDUJHAR,Arhar/Tur,1997,Winter     ,428.0,102.0,0.24
Odisha,KENDUJHAR,Arhar/Tur,1999,Kharif     ,9250.0,11010.0,1.19
Odisha,KENDUJHAR,Arhar/Tur,2000,Kharif     ,8450.0,4990.0,0.59
Odisha,KENDUJHAR,Arhar/Tur,2001,Kharif     ,6250.0,4340.0,0.69
Odisha,KENDUJHAR,Arhar/Tur,2002,Kharif     ,5110.0,3080.0,0.6
Odisha,KENDUJHAR,Arhar/Tur,2003,Kharif     ,7230.0,5540.0,0.77
Odisha,KENDUJHAR,Arhar/Tur,2019,Kharif     ,2690.0,3030.0,1.13
Odisha,KHORDHA,Arhar/Tur,1997,Summer     ,8174.0,629.0,0.08
Odisha,KHORDHA,Arhar/Tur,1997,Winter     ,12792.0,1151.0,0.09
Odisha,KHORDHA,Arhar/Tur,1999,Kharif     ,880.0,430.0,0.49
Odisha,KHORDHA,Arhar/Tur,2000,Kharif     ,850.0,390.0,0.46
Odisha,KHORDHA,Arhar/Tur,2000,Rabi       ,20.0,10.0,0.5
Odisha,KHORDHA,Arhar/Tur,2001,Kharif     ,660.0,360.0,0.55
Odisha,KHORDHA,Arhar/Tur,2002,Kharif     ,710.0,260.0,0.37
Odisha,KHORDHA,Arhar/Tur,2002,Rabi       ,20.0,10.0,0.5
Odisha,KHORDHA,Arhar/Tur,2003,Kharif     ,770.0,380.0,0.49
Odisha,KHORDHA,Arhar/Tur,2019,Kharif     ,480.0,200.0,0.42
Odisha,KORAPUT,Arhar/Tur,1997,Autumn     ,2.0,1.0,0.5
Odisha,KORAPUT,Arhar/Tur,1997,Summer     ,24.0,7.0,0.29
Odisha,KORAPUT,Arhar/Tur,1997,Winter     ,21.0,3.0,0.14
Odisha,KORAPUT,Arhar/Tur,1999,Kharif     ,6830.0,2050.0,0.3
Odisha,KORAPUT,Arhar/Tur,2000,Kharif     ,5740.0,2040.0,0.36
Odisha,KORAPUT,Arhar/Tur,2001,Kharif     ,5460.0,1930.0,0.35
Odisha,KORAPUT,Arhar/Tur,2002,Kharif     ,5410.0,1830.0,0.34
Odisha,KORAPUT,Arhar/Tur,2003,Kharif     ,5360.0,2130.0,0.4
Odisha,KORAPUT,Arhar/Tur,2019,Kharif     ,4410.0,4700.0,1.07
Odisha,MALKANGIRI,Arhar/Tur,1997,Summer     ,11.0,1.0,0.09
Odisha,MALKANGIRI,Arhar/Tur,1997,Winter     ,52.0,9.0,0.17
Odisha,MALKANGIRI,Arhar/Tur,1999,Kharif     ,4130.0,3140.0,0.76
Odisha,MALKANGIRI,Arhar/Tur,2000,Kharif     ,3440.0,2150.0,0.63
Odisha,MALKANGIRI,Arhar/Tur,2001,Kharif     ,2980.0,2260.0,0.76
Odisha,MALKANGIRI,Arhar/Tur,2002,Kharif     ,1430.0,460.0,0.32
Odisha,MALKANGIRI,Arhar/Tur,2003,Kharif     ,2340.0,800.0,0.34
Odisha,MALKANGIRI,Arhar/Tur,2019,Kharif     ,1180.0,850.0,0.72
Odisha,MAYURBHANJ,Arhar/Tur,1997,Autumn     ,16.0,1.0,0.06
Odisha,MAYURBHANJ,Arhar/Tur,1997,Summer     ,550.0,145.0,0.26
Odisha,MAYURBHANJ,Arhar/Tur,1997,Winter     ,250.0,64.0,0.26
Odisha,MAYURBHANJ,Arhar/Tur,1999,Kharif     ,7360.0,5150.0,0.7
Odisha,MAYURBHANJ,Arhar/Tur,2000,Kharif     ,7830.0,5860.0,0.75
Odisha,MAYURBHANJ,Arhar/Tur,2001,Kharif     ,6270.0,5270.0,0.84
Odisha,MAYURBHANJ,Arhar/Tur,2002,Kharif     ,5740.0,4220.0,0.74
Odisha,MAYURBHANJ,Arhar/Tur,2003,Kharif     ,7100.0,5330.0,0.75
Odisha,MAYURBHANJ,Arhar/Tur,2019,Kharif     ,5800.0,4810.0,0.83
Odisha,NABARANGPUR,Arhar/Tur,1997,Autumn     ,47.0,7.0,0.15
Odisha,NABARANGPUR,Arhar/Tur,1997,Summer     ,52.0,9.0,0.17
Odisha,NABARANGPUR,Arhar/Tur,1997,Winter     ,153.0,39.0,0.25
Odisha,NABARANGPUR,Arhar/Tur,1999,Kharif     ,4650.0,3770.0,0.81
Odisha,NABARANGPUR,Arhar/Tur,2000,Kharif     ,5570.0,4570.0,0.82
Odisha,NABARANGPUR,Arhar/Tur,2001,Kharif     ,4890.0,3900.0,0.8
Odisha,NABARANGPUR,Arhar/Tur,2002,Kharif     ,3380.0,2350.0,0.7
Odisha,NABARANGPUR,Arhar/Tur,2003,Kharif     ,3910.0,1880.0,0.48
Odisha,NABARANGPUR,Arhar/Tur,2019,Kharif     ,1250.0,1130.0,0.9
Odisha,NAYAGARH,Arhar/Tur,1997,Summer     ,754.0,85.0,0.11
Odisha,NAYAGARH,Arhar/Tur,1997,Winter     ,26689.0,7313.0,0.27
Odisha,NAYAGARH,Arhar/Tur,1999,Kharif     ,1120.0,670.0,0.6
Odisha,NAYAGARH,Arhar/Tur,2000,Kharif     ,1350.0,860.0,0.64
Odisha,NAYAGARH,Arhar/Tur,2001,Kharif     ,1390.0,1780.0,1.28
Odisha,NAYAGARH,Arhar/Tur,2002,Kharif     ,1280.0,1550.0,1.21
Odisha,NAYAGARH,Arhar/Tur,2003,Kharif     ,1340.0,820.0,0.61
Odisha,NAYAGARH,Arhar/Tur,2019,Kharif     ,1000.0,890.0,0.89
Odisha,NUAPADA,Arhar/Tur,1997,Autumn     ,12.0,1.0,0.08
Odisha,NUAPADA,Arhar/Tur,1997,Summer     ,1326.0,229.0,0.17
Odisha,NUAPADA,Arhar/Tur,1997,Winter     ,821.0,109.0,0.13
Odisha,NUAPADA,Arhar/Tur,1999,Kharif     ,8040.0,4420.0,0.55
Odisha,NUAPADA,Arhar/Tur,2000,Kharif     ,9700.0,1940.0,0.2
Odisha,NUAPADA,Arhar/Tur,2001,Kharif     ,8000.0,3840.0,0.48
Odisha,NUAPADA,Arhar/Tur,2002,Kharif     ,5370.0,2040.0,0.38
Odisha,NUAPADA,Arhar/Tur,2003,Kharif     ,8740.0,3020.0,0.35
Odisha,NUAPADA,Arhar/Tur,2019,Kharif     ,5040.0,5550.0,1.1
Odisha,PURI,Arhar/Tur,1997,Summer     ,1689.0,201.0,0.12
Odisha,PURI,Arhar/Tur,1997,Winter     ,823.0,262.0,0.32
Odisha,PURI,Arhar/Tur,1999,Kharif     ,50.0,20.0,0.4
Odisha,PURI,Arhar/Tur,2000,Kharif     ,20.0,10.0,0.5
Odisha,RAYAGADA,Arhar/Tur,1997,Autumn     ,21.0,8.0,0.38
Odisha,RAYAGADA,Arhar/Tur,1997,Summer     ,24.0,3.0,0.13
Odisha,RAYAGADA,Arhar/Tur,1997,Winter     ,616.0,103.0,0.17
Odisha,RAYAGADA,Arhar/Tur,1999,Kharif     ,9420.0,5470.0,0.58
Odisha,RAYAGADA,Arhar/Tur,2000,Kharif     ,17510.0,13870.0,0.79
Odisha,RAYAGADA,Arhar/Tur,2001,Kharif     ,19000.0,12330.0,0.65
Odisha,RAYAGADA,Arhar/Tur,2002,Kharif     ,18540.0,12890.0,0.7
Odisha,RAYAGADA,Arhar/Tur,2003,Kharif     ,18900.0,17140.0,0.91
Odisha,RAYAGADA,Arhar/Tur,2019,Kharif     ,16120.0,19300.0,1.2
Odisha,SAMBALPUR,Arhar/Tur,1997,Autumn     ,304.0,68.0,0.22
Odisha,SAMBALPUR,Arhar/Tur,1997,Summer     ,143.0,48.0,0.34
Odisha,SAMBALPUR,Arhar/Tur,1997,Winter     ,54.0,12.0,0.22
Odisha,SAMBALPUR,Arhar/Tur,1999,Kharif     ,660.0,400.0,0.61
Odisha,SAMBALPUR,Arhar/Tur,2000,Kharif     ,800.0,500.0,0.63
Odisha,SAMBALPUR,Arhar/Tur,2001,Kharif     ,850.0,610.0,0.72
Odisha,SAMBALPUR,Arhar/Tur,2002,Kharif     ,1040.0,670.0,0.64
Odisha,SAMBALPUR,Arhar/Tur,2003,Kharif     ,1070.0,780.0,0.73
Odisha,SAMBALPUR,Arhar/Tur,2019,Kharif     ,2790.0,3190.0,1.14
Odisha,SONEPUR,Arhar/Tur,1997,Autumn     ,467.0,56.0,0.12
Odisha,SONEPUR,Arhar/Tur,1997,Summer     ,917.0,254.0,0.28
Odisha,SONEPUR,Arhar/Tur,1997,Winter     ,2178.0,364.0,0.17
Odisha,SONEPUR,Arhar/Tur,1999,Kharif     ,2180.0,1000.0,0.46
Odisha,SONEPUR,Arhar/Tur,2000,Kharif     ,2680.0,1460.0,0.54
Odisha,SONEPUR,Arhar/Tur,2001,Kharif     ,2340.0,1170.0,0.5
Odisha,SONEPUR,Arhar/Tur,2002,Kharif     ,2010.0,950.0,0.47
Odisha,SONEPUR,Arhar/Tur,2003,Kharif     ,2080.0,1260.0,0.61
Odisha,SONEPUR,Arhar/Tur,2019,Kharif     ,6130.0,5010.0,0.82
Odisha,SUNDARGARH,Arhar/Tur,1997,Autumn     ,289.0,57.0,0.2
Odisha,SUNDARGARH,Arhar/Tur,1997,Summer     ,96.0,19.0,0.2
Odisha,SUNDARGARH,Arhar/Tur,1997,Winter     ,106.0,12.0,0.11
Odisha,SUNDARGARH,Arhar/Tur,1999,Kharif     ,7940.0,3870.0,0.49
Odisha,SUNDARGARH,Arhar/Tur,2000,Kharif     ,7220.0,2960.0,0.41
Odisha,SUNDARGARH,Arhar/Tur,2001,Kharif     ,6210.0,2990.0,0.48
Odisha,SUNDARGARH,Arhar/Tur,2002,Kharif     ,4160.0,2100.0,0.5
Odisha,SUNDARGARH,Arhar/Tur,2003,Kharif     ,4270.0,2480.0,0.58
Odisha,SUNDARGARH,Arhar/Tur,2019,Kharif     ,7500.0,6290.0,0.84
Odisha,BARGARH,Bajra,2004,Kharif     ,119.0,52.0,0.44
Odisha,GAJAPATI,Bajra,1999,Kharif     ,1160.0,560.0,0.48
Odisha,GAJAPATI,Bajra,2000,Kharif     ,1140.0,630.0,0.55
Odisha,GAJAPATI,Bajra,2001,Kharif     ,1170.0,560.0,0.48
Odisha,GAJAPATI,Bajra,2002,Kharif     ,1170.0,540.0,0.46
Odisha,GAJAPATI,Bajra,2003,Kharif     ,1050.0,480.0,0.46
Odisha,GAJAPATI,Bajra,2004,Kharif     ,981.0,451.0,0.46
Odisha,GAJAPATI,Bajra,2019,Kharif     ,990.0,630.0,0.64
Odisha,GANJAM,Bajra,1999,Kharif     ,410.0,260.0,0.63
Odisha,GANJAM,Bajra,2000,Kharif     ,560.0,350.0,0.63
Odisha,GANJAM,Bajra,2001,Kharif     ,430.0,300.0,0.7
Odisha,GANJAM,Bajra,2002,Kharif     ,370.0,180.0,0.49
Odisha,GANJAM,Bajra,2003,Kharif     ,330.0,200.0,0.61
Odisha,GANJAM,Bajra,2004,Kharif     ,271.0,167.0,0.62
Odisha,GANJAM,Bajra,2019,Kharif     ,110.0,70.0,0.64
Odisha,KALAHANDI,Bajra,1999,Kharif     ,100.0,60.0,0.6
Odisha,KALAHANDI,Bajra,2000,Kharif     ,40.0,20.0,0.5
Odisha,KALAHANDI,Bajra,2001,Kharif     ,130.0,80.0,0.62
Odisha,KALAHANDI,Bajra,2002,Kharif     ,60.0,40.0,0.67
Odisha,KALAHANDI,Bajra,2003,Kharif     ,70.0,50.0,0.71
Odisha,KALAHANDI,Bajra,2004,Kharif     ,58.0,34.0,0.59
Odisha,KALAHANDI,Bajra,2019,Kharif     ,60.0,40.0,0.67
Odisha,KANDHAMAL,Bajra,2001,Kharif     ,180.0,60.0,0.33
Odisha,KANDHAMAL,Bajra,2002,Kharif     ,210.0,70.0,0.33
Odisha,KANDHAMAL,Bajra,2003,Kharif     ,180.0,60.0,0.33
Odisha,KANDHAMAL,Bajra,2004,Kharif     ,198.0,67.0,0.34
Odisha,KANDHAMAL,Bajra,2019,Kharif     ,70.0,40.0,0.57
Odisha,KENDUJHAR,Bajra,1999,Kharif     ,290.0,190.0,0.66
Odisha,KENDUJHAR,Bajra,2000,Kharif     ,260.0,130.0,0.5
Odisha,KENDUJHAR,Bajra,2001,Kharif     ,210.0,110.0,0.52
Odisha,KENDUJHAR,Bajra,2002,Kharif     ,100.0,50.0,0.5
Odisha,KENDUJHAR,Bajra,2003,Kharif     ,70.0,40.0,0.57
Odisha,KENDUJHAR,Bajra,2004,Kharif     ,100.0,54.0,0.54
Odisha,KENDUJHAR,Bajra,2019,Kharif     ,10.0,10.0,1.0
Odisha,KORAPUT,Bajra,1999,Kharif     ,620.0,370.0,0.6
Odisha,KORAPUT,Bajra,2000,Kharif     ,620.0,390.0,0.63
Odisha,KORAPUT,Bajra,2001,Kharif     ,590.0,340.0,0.58
Odisha,KORAPUT,Bajra,2002,Kharif     ,490.0,270.0,0.55
Odisha,KORAPUT,Bajra,2003,Kharif     ,430.0,240.0,0.56
Odisha,KORAPUT,Bajra,2004,Kharif     ,420.0,242.0,0.58
Odisha,KORAPUT,Bajra,2019,Kharif     ,200.0,130.0,0.65
Odisha,MALKANGIRI,Bajra,1999,Kharif     ,690.0,450.0,0.65
Odisha,MALKANGIRI,Bajra,2000,Kharif     ,550.0,280.0,0.51
Odisha,MALKANGIRI,Bajra,2001,Kharif     ,470.0,300.0,0.64
Odisha,MALKANGIRI,Bajra,2002,Kharif     ,320.0,180.0,0.56
Odisha,MALKANGIRI,Bajra,2003,Kharif     ,330.0,180.0,0.55
Odisha,MALKANGIRI,Bajra,2004,Kharif     ,200.0,82.0,0.41
Odisha,MALKANGIRI,Bajra,2019,Kharif     ,60.0,30.0,0.5
Odisha,MAYURBHANJ,Bajra,1999,Kharif     ,80.0,40.0,0.5
Odisha,MAYURBHANJ,Bajra,2000,Kharif     ,60.0,30.0,0.5
Odisha,MAYURBHANJ,Bajra,2001,Kharif     ,30.0,10.0,0.33
Odisha,MAYURBHANJ,Bajra,2002,Kharif     ,50.0,20.0,0.4
Odisha,MAYURBHANJ,Bajra,2003,Kharif     ,60.0,30.0,0.5
Odisha,MAYURBHANJ,Bajra,2004,Kharif     ,58.0,26.0,0.45
Odisha,NABARANGPUR,Bajra,1999,Kharif     ,160.0,150.0,0.94
Odisha,NABARANGPUR,Bajra,2000,Kharif     ,190.0,170.0,0.89
Odisha,NABARANGPUR,Bajra,2001,Kharif     ,200.0,150.0,0.75
Odisha,NABARANGPUR,Bajra,2002,Kharif     ,140.0,80.0,0.57
Odisha,NABARANGPUR,Bajra,2003,Kharif     ,70.0,40.0,0.57
Odisha,NABARANGPUR,Bajra,2004,Kharif     ,42.0,23.0,0.55
Odisha,NAYAGARH,Bajra,2002,Kharif     ,150.0,100.0,0.67
Odisha,NAYAGARH,Bajra,2004,Kharif     ,48.0,18.0,0.38
Odisha,NUAPADA,Bajra,1999,Kharif     ,20.0,10.0,0.5
Odisha,NUAPADA,Bajra,2003,Kharif     ,20.0,10.0,0.5
Odisha,NUAPADA,Bajra,2019,Kharif     ,110.0,60.0,0.55
Odisha,RAYAGADA,Bajra,1999,Kharif     ,450.0,250.0,0.56
