"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Odisha","Khordha","Total Pulses","Total","0.13","0.07","519.00"
"Odisha","Khordha","Total Food Grains","Kharif","0.86","2.29","2646.00"
"Odisha","Khordha","Total Food Grains","Summer","0.15","0.13","867.00"
"Odisha","Khordha","Total Food Grains","Total","1.01","2.42","2385.00"
"Odisha","Koraput","Rice","Kharif","0.89","2.52","2825.00"
"Odisha","Koraput","Rice","Summer","0.32","0.96","3016.00"
"Odisha","Koraput","Rice","Total","1.21","3.48","2875.00"
"Odisha","Koraput","Maize","Kharif","0.11","0.29","2623.00"
"Odisha","Koraput","Maize","Summer","0.01","0.03","2255.00"
"Odisha","Koraput","Maize","Total","0.12","0.32","2582.00"
"Odisha","Koraput","Ragi","Kharif","0.32","0.32","974.00"
"Odisha","Koraput","Ragi","Total","0.32","0.32","974.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Kharif","0.32","0.32","974.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Total","0.32","0.32","974.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Kharif","0.43","0.60","1392.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Summer","0.01","0.03","2255.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Total","0.45","0.64","1419.00"
"Odisha","Koraput","Cereals","Kharif","1.33","3.12","2356.00"
"Odisha","Koraput","Cereals","Summer","0.33","0.99","2984.00"
"Odisha","Koraput","Cereals","Total","1.66","4.12","2482.00"
"Odisha","Koraput","Moong","Summer","0.00","0.00","423.00"
"Odisha","Koraput","Moong","Total","0.00","0.00","423.00"
"Odisha","Koraput","Total Pulses","Total","0.00","0.00","423.00"
"Odisha","Koraput","Total Food Grains","Kharif","1.33","3.12","2356.00"
"Odisha","Koraput","Total Food Grains","Summer","0.33","0.99","2974.00"
"Odisha","Koraput","Total Food Grains","Total","1.66","4.12","2480.00"
"Odisha","Malkangiri","Rice","Kharif","1.07","2.36","2199.00"
"Odisha","Malkangiri","Rice","Summer","0.05","0.11","2244.00"
"Odisha","Malkangiri","Rice","Total","1.12","2.47","2200.00"
"Odisha","Malkangiri","Maize","Kharif","0.01","0.01","1438.00"
"Odisha","Malkangiri","Maize","Summer","0.00","0.00","1641.00"
"Odisha","Malkangiri","Maize","Total","0.01","0.01","1447.00"
"Odisha","Malkangiri","Ragi","Kharif","0.05","0.04","870.00"
"Odisha","Malkangiri","Ragi","Total","0.05","0.04","870.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Kharif","0.05","0.04","870.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Total","0.05","0.04","870.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Kharif","0.06","0.05","935.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Summer","0.00","0.00","1641.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Total","0.06","0.05","938.00"
"Odisha","Malkangiri","Cereals","Kharif","1.13","2.41","2135.00"
"Odisha","Malkangiri","Cereals","Summer","0.05","0.11","2240.00"
"Odisha","Malkangiri","Cereals","Total","1.18","2.52","2139.00"
"Odisha","Malkangiri","Moong","Summer","0.00","0.00","481.00"
"Odisha","Malkangiri","Moong","Total","0.00","0.00","481.00"
"Odisha","Malkangiri","Total Pulses","Total","0.00","0.00","481.00"
"Odisha","Malkangiri","Total Food Grains","Kharif","1.13","2.41","2135.00"
"Odisha","Malkangiri","Total Food Grains","Summer","0.05","0.11","2215.00"
"Odisha","Malkangiri","Total Food Grains","Total","1.18","2.52","2138.00"
"Odisha","Mayurbhanj","Rice","Kharif","3.44","7.34","2134.00"
"Odisha","Mayurbhanj","Rice","Summer","0.09","0.23","2473.00"
"Odisha","Mayurbhanj","Rice","Total","3.53","7.57","2143.00"
"Odisha","Mayurbhanj","Maize","Kharif","0.01","0.01","2161.00"
"Odisha","Mayurbhanj","Maize","Summer","0.00","0.00","2541.00"
"Odisha","Mayurbhanj","Maize","Total","0.01","0.02","2240.00"
"Odisha","Mayurbhanj","Ragi","Kharif","0.00","0.00","698.00"
"Odisha","Mayurbhanj","Ragi","Total","0.00","0.00","698.00"
"Odisha","Mayurbhanj","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","698.00"
"Odisha","Mayurbhanj","Shree Anna /Nutri Cereals","Total","0.00","0.00","698.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Kharif","0.01","0.02","1586.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Summer","0.00","0.00","2541.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Total","0.01","0.02","1717.00"
"Odisha","Mayurbhanj","Cereals","Kharif","3.45","7.36","2133.00"
"Odisha","Mayurbhanj","Cereals","Summer","0.09","0.23","2474.00"
"Odisha","Mayurbhanj","Cereals","Total","3.55","7.59","2142.00"
"Odisha","Mayurbhanj","Moong","Summer","0.02","0.01","550.00"
"Odisha","Mayurbhanj","Moong","Total","0.02","0.01","550.00"
"Odisha","Mayurbhanj","Total Pulses","Total","0.02","0.01","550.00"
"Odisha","Mayurbhanj","Total Food Grains","Kharif","3.45","7.36","2133.00"
"Odisha","Mayurbhanj","Total Food Grains","Summer","0.11","0.24","2190.00"
"Odisha","Mayurbhanj","Total Food Grains","Total","3.56","7.60","2135.00"
"Odisha","Nabarangpur","Rice","Kharif","0.99","2.31","2341.00"
"Odisha","Nabarangpur","Rice","Summer","0.03","0.07","2562.00"
"Odisha","Nabarangpur","Rice","Total","1.01","2.37","2347.00"
"Odisha","Nabarangpur","Maize","Kharif","0.27","1.06","3997.00"
"Odisha","Nabarangpur","Maize","Summer","0.14","0.44","3268.00"
"Odisha","Nabarangpur","Maize","Total","0.40","1.51","3750.00"
"Odisha","Nabarangpur","Ragi","Kharif","0.01","0.01","753.00"
"Odisha","Nabarangpur","Ragi","Total","0.01","0.01","753.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Kharif","0.01","0.01","753.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Total","0.01","0.01","753.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Kharif","0.27","1.07","3893.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Summer","0.14","0.44","3268.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Total","0.41","1.51","3686.00"
"Odisha","Nabarangpur","Cereals","Kharif","1.26","3.38","2679.00"
"Odisha","Nabarangpur","Cereals","Summer","0.16","0.51","3157.00"
"Odisha","Nabarangpur","Cereals","Total","1.42","3.89","2734.00"
"Odisha","Nabarangpur","Moong","Summer","0.00","0.00","709.00"
"Odisha","Nabarangpur","Moong","Total","0.00","0.00","709.00"
"Odisha","Nabarangpur","Total Pulses","Total","0.00","0.00","709.00"
"Odisha","Nabarangpur","Total Food Grains","Kharif","1.26","3.38","2679.00"
"Odisha","Nabarangpur","Total Food Grains","Summer","0.17","0.51","3094.00"
"Odisha","Nabarangpur","Total Food Grains","Total","1.43","3.89","2728.00"
"Odisha","Nayagarh","Rice","Kharif","0.86","1.94","2240.00"
"Odisha","Nayagarh","Rice","Summer","0.00","0.00","3096.00"
"Odisha","Nayagarh","Rice","Total","0.87","1.94","2241.00"
"Odisha","Nayagarh","Maize","Kharif","0.00","0.01","3088.00"
"Odisha","Nayagarh","Maize","Summer","0.00","0.01","3858.00"
"Odisha","Nayagarh","Maize","Total","0.01","0.02","3382.00"
"Odisha","Nayagarh","Ragi","Kharif","0.01","0.01","625.00"
"Odisha","Nayagarh","Ragi","Total","0.01","0.01","625.00"
"Odisha","Nayagarh","Shree Anna /Nutri Cereals","Kharif","0.01","0.01","625.00"
"Odisha","Nayagarh","Shree Anna /Nutri Cereals","Total","0.01","0.01","625.00"
"Odisha","Nayagarh","Nutri/Coarse Cereals","Kharif","0.01","0.02","1352.00"
"Odisha","Nayagarh","Nutri/Coarse Cereals","Summer","0.00","0.01","3858.00"
"Odisha","Nayagarh","Nutri/Coarse Cereals","Total","0.02","0.03","1738.00"
"Odisha","Nayagarh","Cereals","Kharif","0.88","1.96","2225.00"
"Odisha","Nayagarh","Cereals","Summer","0.00","0.01","3756.00"
"Odisha","Nayagarh","Cereals","Total","0.88","1.97","2231.00"
"Odisha","Nayagarh","Moong","Summer","0.48","0.20","426.00"
"Odisha","Nayagarh","Moong","Total","0.48","0.20","426.00"
"Odisha","Nayagarh","Total Pulses","Total","0.48","0.20","426.00"
"Odisha","Nayagarh","Total Food Grains","Kharif","0.88","1.96","2225.00"
"Odisha","Nayagarh","Total Food Grains","Summer","0.48","0.22","448.00"
"Odisha","Nayagarh","Total Food Grains","Total","1.36","2.17","1595.00"
"Odisha","Nuapada","Rice","Kharif","0.57","1.22","2129.00"
"Odisha","Nuapada","Rice","Summer","0.07","0.21","2744.00"
"Odisha","Nuapada","Rice","Total","0.65","1.43","2200.00"
"Odisha","Nuapada","Maize","Kharif","0.01","0.03","2008.00"
"Odisha","Nuapada","Maize","Total","0.01","0.03","2008.00"
"Odisha","Nuapada","Nutri/Coarse Cereals","Kharif","0.01","0.03","2008.00"
"Odisha","Nuapada","Nutri/Coarse Cereals","Total","0.01","0.03","2008.00"
"Odisha","Nuapada","Cereals","Kharif","0.59","1.25","2126.00"
"Odisha","Nuapada","Cereals","Summer","0.07","0.21","2744.00"
"Odisha","Nuapada","Cereals","Total","0.66","1.46","2196.00"
"Odisha","Nuapada","Moong","Summer","0.04","0.01","288.00"
"Odisha","Nuapada","Moong","Total","0.04","0.01","288.00"
"Odisha","Nuapada","Total Pulses","Total","0.04","0.01","288.00"
"Odisha","Nuapada","Total Food Grains","Kharif","0.59","1.25","2126.00"
"Odisha","Nuapada","Total Food Grains","Summer","0.11","0.22","1938.00"
"Odisha","Nuapada","Total Food Grains","Total","0.70","1.47","2096.00"
"Odisha","Puri","Rice","Kharif","0.89","2.26","2544.00"
"Odisha","Puri","Rice","Summer","0.33","1.06","3184.00"
"Odisha","Puri","Rice","Total","1.22","3.32","2719.00"
"Odisha","Puri","Maize","Summer","0.00","0.00","4131.00"
"Odisha","Puri","Maize","Total","0.00","0.00","4131.00"
"Odisha","Puri","Ragi","Kharif","0.00","0.00","1107.00"
"Odisha","Puri","Ragi","Total","0.00","0.00","1107.00"
"Odisha","Puri","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1107.00"
"Odisha","Puri","Shree Anna /Nutri Cereals","Total","0.00","0.00","1107.00"
"Odisha","Puri","Nutri/Coarse Cereals","Kharif","0.00","0.00","1107.00"
"Odisha","Puri","Nutri/Coarse Cereals","Summer","0.00","0.00","4131.00"
"Odisha","Puri","Nutri/Coarse Cereals","Total","0.00","0.00","1330.00"
"Odisha","Puri","Cereals","Kharif","0.89","2.26","2544.00"
"Odisha","Puri","Cereals","Summer","0.33","1.06","3184.00"
"Odisha","Puri","Cereals","Total","1.22","3.32","2718.00"
"Odisha","Puri","Moong","Summer","0.16","0.09","540.00"
"Odisha","Puri","Moong","Total","0.16","0.09","540.00"
"Odisha","Puri","Total Pulses","Total","0.16","0.09","540.00"
"Odisha","Puri","Total Food Grains","Kharif","0.89","2.26","2544.00"
"Odisha","Puri","Total Food Grains","Summer","0.49","1.15","2319.00"
"Odisha","Puri","Total Food Grains","Total","1.38","3.40","2463.00"
"Odisha","Rayagada","Rice","Kharif","0.52","1.26","2408.00"
"Odisha","Rayagada","Rice","Summer","0.01","0.02","2460.00"
"Odisha","Rayagada","Rice","Total","0.53","1.28","2409.00"
"Odisha","Rayagada","Maize","Kharif","0.03","0.05","1847.00"
"Odisha","Rayagada","Maize","Summer","0.00","0.00","1475.00"
"Odisha","Rayagada","Maize","Total","0.03","0.05","1845.00"
"Odisha","Rayagada","Ragi","Kharif","0.09","0.06","698.00"
"Odisha","Rayagada","Ragi","Total","0.09","0.06","698.00"
"Odisha","Rayagada","Shree Anna /Nutri Cereals","Kharif","0.09","0.06","698.00"
"Odisha","Rayagada","Shree Anna /Nutri Cereals","Total","0.09","0.06","698.00"
"Odisha","Rayagada","Nutri/Coarse Cereals","Kharif","0.12","0.12","974.00"
"Odisha","Rayagada","Nutri/Coarse Cereals","Summer","0.00","0.00","1475.00"
"Odisha","Rayagada","Nutri/Coarse Cereals","Total","0.12","0.12","975.00"
"Odisha","Rayagada","Cereals","Kharif","0.64","1.38","2141.00"
"Odisha","Rayagada","Cereals","Summer","0.01","0.02","2445.00"
"Odisha","Rayagada","Cereals","Total","0.65","1.40","2145.00"
"Odisha","Rayagada","Total Food Grains","Kharif","0.64","1.38","2141.00"
"Odisha","Rayagada","Total Food Grains","Summer","0.01","0.02","2445.00"
"Odisha","Rayagada","Total Food Grains","Total","0.65","1.40","2145.00"
"Odisha","Sambalpur","Rice","Kharif","0.95","2.22","2327.00"
"Odisha","Sambalpur","Rice","Summer","0.17","0.70","4194.00"
"Odisha","Sambalpur","Rice","Total","1.12","2.91","2604.00"
"Odisha","Sambalpur","Maize","Kharif","0.00","0.00","2509.00"
"Odisha","Sambalpur","Maize","Summer","0.00","0.00","2868.00"
"Odisha","Sambalpur","Maize","Total","0.00","0.00","2595.00"
"Odisha","Sambalpur","Ragi","Kharif","0.00","0.00","406.00"
"Odisha","Sambalpur","Ragi","Total","0.00","0.00","406.00"
"Odisha","Sambalpur","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","406.00"
"Odisha","Sambalpur","Shree Anna /Nutri Cereals","Total","0.00","0.00","406.00"
"Odisha","Sambalpur","Nutri/Coarse Cereals","Kharif","0.00","0.00","1434.00"
"Odisha","Sambalpur","Nutri/Coarse Cereals","Summer","0.00","0.00","2868.00"
"Odisha","Sambalpur","Nutri/Coarse Cereals","Total","0.00","0.00","1625.00"
"Odisha","Sambalpur","Cereals","Kharif","0.95","2.22","2325.00"
"Odisha","Sambalpur","Cereals","Summer","0.17","0.70","4192.00"
"Odisha","Sambalpur","Cereals","Total","1.12","2.92","2602.00"
"Odisha","Sambalpur","Moong","Summer","0.01","0.01","853.00"
"Odisha","Sambalpur","Moong","Total","0.01","0.01","853.00"
"Odisha","Sambalpur","Total Pulses","Total","0.01","0.01","853.00"
"Odisha","Sambalpur","Total Food Grains","Kharif","0.95","2.22","2325.00"
"Odisha","Sambalpur","Total Food Grains","Summer","0.18","0.71","3941.00"
"Odisha","Sambalpur","Total Food Grains","Total","1.13","2.93","2581.00"
"Odisha","Sonepur","Rice","Kharif","0.93","2.70","2906.00"
"Odisha","Sonepur","Rice","Summer","0.41","1.57","3826.00"
"Odisha","Sonepur","Rice","Total","1.34","4.27","3188.00"
"Odisha","Sonepur","Ragi","Kharif","0.00","0.00","747.00"
"Odisha","Sonepur","Ragi","Total","0.00","0.00","747.00"
"Odisha","Sonepur","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","747.00"
"Odisha","Sonepur","Shree Anna /Nutri Cereals","Total","0.00","0.00","747.00"
"Odisha","Sonepur","Nutri/Coarse Cereals","Kharif","0.00","0.00","747.00"
"Odisha","Sonepur","Nutri/Coarse Cereals","Total","0.00","0.00","747.00"
"Odisha","Sonepur","Cereals","Kharif","0.93","2.70","2905.00"
"Odisha","Sonepur","Cereals","Summer","0.41","1.57","3826.00"
"Odisha","Sonepur","Cereals","Total","1.34","4.27","3187.00"
"Odisha","Sonepur","Moong","Summer","0.03","0.01","401.00"
"Odisha","Sonepur","Moong","Total","0.03","0.01","401.00"
"Odisha","Sonepur","Total Pulses","Total","0.03","0.01","401.00"
"Odisha","Sonepur","Total Food Grains","Kharif","0.93","2.70","2905.00"
"Odisha","Sonepur","Total Food Grains","Summer","0.44","1.58","3609.00"
"Odisha","Sonepur","Total Food Grains","Total","1.37","4.28","3131.00"
"Odisha","Sundargarh","Rice","Kharif","1.28","2.02","1582.00"
"Odisha","Sundargarh","Rice","Summer","0.02","0.04","2330.00"
"Odisha","Sundargarh","Rice","Total","1.30","2.06","1592.00"
"Odisha","Sundargarh","Maize","Kharif","0.00","0.01","2711.00"
"Odisha","Sundargarh","Maize","Summer","0.00","0.00","2536.00"
"Odisha","Sundargarh","Maize","Total","0.01","0.02","2691.00"
"Odisha","Sundargarh","Ragi","Kharif","0.00","0.00","500.00"
"Odisha","Sundargarh","Ragi","Total","0.00","0.00","500.00"
"Odisha","Sundargarh","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","500.00"
"Odisha","Sundargarh","Shree Anna /Nutri Cereals","Total","0.00","0.00","500.00"
"Odisha","Sundargarh","Nutri/Coarse Cereals","Kharif","0.01","0.01","2060.00"
"Odisha","Sundargarh","Nutri/Coarse Cereals","Summer","0.00","0.00","2536.00"
"Odisha","Sundargarh","Nutri/Coarse Cereals","Total","0.01","0.02","2100.00"
"Odisha","Sundargarh","Cereals","Kharif","1.29","2.04","1585.00"
"Odisha","Sundargarh","Cereals","Summer","0.02","0.04","2338.00"
"Odisha","Sundargarh","Cereals","Total","1.30","2.08","1595.00"
"Odisha","Sundargarh","Moong","Summer","0.01","0.01","470.00"
"Odisha","Sundargarh","Moong","Total","0.01","0.01","470.00"
"Odisha","Sundargarh","Total Pulses","Total","0.01","0.01","470.00"
"Odisha","Sundargarh","Total Food Grains","Kharif","1.29","2.04","1585.00"
"Odisha","Sundargarh","Total Food Grains","Summer","0.03","0.05","1524.00"
"Odisha","Sundargarh","Total Food Grains","Total","1.32","2.09","1584.00"
